,actors,number_of_movies,average_revenue,average_revenue (shifted)
39507,Dorothy Sebastian,1,2270000.0,2270000
39508,Ruth Alder,1,2270000.0,2270000
39509,Mariska Aldrich,1,2270000.0,2270000
39510,Meeka Aldrich,1,2270000.0,2270000
39511,Judith Allen,1,2270000.0,2270000
39512,Maude Allen,1,2270000.0,2270000
39513,Effie Anderson,1,2270000.0,2270000
39514,Bunny Beatty,1,2270000.0,2270000
39515,May Beatty,1,2270000.0,2270000
39516,Gladys Blake,2,4851550.5,9703101
39517,Marie Blake,1,2270000.0,2270000
39518,May Boley,1,2270000.0,2270000
39519,Lilian Bond,1,2270000.0,2270000
39520,Veda Buckland,1,2270000.0,2270000
39521,Mabel Colcord,1,2270000.0,2270000
39522,Beatrice Cole,1,2270000.0,2270000
39523,Mildred Coles,1,2270000.0,2270000
39524,Nell Craig,3,6291700.333,18875101
39525,Esther Dale,1,2270000.0,2270000
39526,Mary Dees,1,2270000.0,2270000
39527,Eva Dennison,1,2270000.0,2270000
39528,Estelle Etterre,1,2270000.0,2270000
39529,Dot Farley,1,2270000.0,2270000
39530,Nance Lee Ferrar,1,2270000.0,2270000
39531,Flora Finch,1,2270000.0,2270000
39532,Ruth Findlay,1,2270000.0,2270000
39533,Agnes Fraser,1,2270000.0,2270000
39534,Grace Goodall,1,2270000.0,2270000
39535,Rita Gould,1,2270000.0,2270000
39536,Grayce Hampton,1,2270000.0,2270000
39537,Sibyl Harris,1,2270000.0,2270000
39538,Theresa Harris,2,3135000.0,6270000
39539,Brenda Henderson,1,2270000.0,2270000
39540,Jany Hope,1,2270000.0,2270000
39541,Joey Hope,1,2270000.0,2270000
39542,Virginia Howell,1,2270000.0,2270000
39543,Carol Hughes,2,4508000.0,9016000
39544,Suzanne Kaaren,1,2270000.0,2270000
39545,Alice Keating,2,4851550.5,9703101
39546,Carole Lee Kilbry,1,2270000.0,2270000
39547,Carole Lee Kirby,1,2270000.0,2270000
39548,Lucia LaCerte,1,2270000.0,2270000
39549,Lenita Lane,1,2270000.0,2270000
39550,Priscilla Lawson,1,2270000.0,2270000
39551,Leni Lynn,1,2270000.0,2270000
39552,Leila McIntyre,1,2270000.0,2270000
39553,Janet McLeay,1,2270000.0,2270000
39554,Greta Meyer,2,2432000.0,4864000
39555,Helene Millard,1,2270000.0,2270000
39556,Sue Moore,1,2270000.0,2270000
39557,Gertrude Needham,1,2270000.0,2270000
39558,Hattie Noel,1,2270000.0,2270000
39559,Florence O'Brien,1,2270000.0,2270000
39560,Mimi Olivera,1,2270000.0,2270000
39561,Edith Penn,1,2270000.0,2270000
39562,Barbara Pepper,1,2270000.0,2270000
39563,Virginia Pine,1,2270000.0,2270000
39564,Hilda Plowright,2,4851550.5,9703101
39565,Catherine Proctor,1,2270000.0,2270000
39566,Isabel Randolph,1,2270000.0,2270000
39567,Renie Riano,1,2270000.0,2270000
39568,Ruth Rickaby,1,2270000.0,2270000
39569,Jo Ann Sayers,1,2270000.0,2270000
39570,Peggy Shannon,1,2270000.0,2270000
39571,Mildred Shay,1,2270000.0,2270000
39572,Clarice Sherry,1,2270000.0,2270000
39573,Irene Shirley,1,2270000.0,2270000
39574,Ann Teeman,1,2270000.0,2270000
39575,Charlotte Treadway,1,2270000.0,2270000
39576,Beryl Wallace,1,2270000.0,2270000
39577,Josephine Whittell,1,2270000.0,2270000
39578,Marjorie Wood,1,2270000.0,2270000
39579,Charlotte Wynters,1,2270000.0,2270000
39580,Laurinda Barrett,1,2000000.0,2000000
39581,Norma Connolly,1,2000000.0,2000000
39582,Lola D'Annunzio,1,2000000.0,2000000
39583,Kippy Campbell,1,2000000.0,2000000
39584,Robert Essen,1,2000000.0,2000000
39585,Richard Robbins,1,2000000.0,2000000
39586,Peggy Webber,1,2000000.0,2000000
39587,Bonnie Franklin,1,2000000.0,2000000
39588,Tuesday Weld,2,21451796.5,42903593
39589,Patricia Morrow,1,2000000.0,2000000
39590,Ellen Wong,2,34081201.5,68162403
39591,Satya Bhabha,1,47664559.0,47664559
39592,Jean Yoon,2,74447175.5,148894351
39593,Kristina Pesic,2,121889564.5,243779129
39594,Abigail Chu,1,47664559.0,47664559
39595,Ben Lewis,1,47664559.0,47664559
39596,Ingrid Haas,1,47664559.0,47664559
39597,Chantelle Chung,2,41533158.5,83066317
39598,Emily Kassie,1,47664559.0,47664559
39599,Marlee Otto,1,47664559.0,47664559
39600,Will Seatle Bowes,2,45975845.0,91951690
39601,Howard McGillin,1,9771658.0,9771658
39602,James Arrington,1,9771658.0,9771658
39603,Brian Nissen,1,9771658.0,9771658
39604,Chris Payne Gilbert,1,1744858.0,1744858
39605,Nora Burns,1,1744858.0,1744858
39606,Billy Porter,1,1744858.0,1744858
39607,Diane McBain,2,2972429.0,5944858
39608,Adolphe Menjou,8,25000000.0,200000000
39609,Mary Philips,8,25000000.0,200000000
39610,Gilbert Emery,8,25000000.0,200000000
39611,Agostino Borgato,8,25000000.0,200000000
39612,Ayesha Takia,1,134000.0,134000
39613,Prakash Raj,8,10100166.63,80801333
39614,Govind Namdeo,2,12584000.0,25168000
39615,Mahek Chahal,1,134000.0,134000
39616,Joel S. Keller,1,12206028.0,12206028
39617,Jesse Todd,1,12206028.0,12206028
39618,Erin Hickock,1,12206028.0,12206028
39619,Julian Cain,1,12206028.0,12206028
39620,Andrei Runtso,3,312088018.3,936264055
39621,Roman Varshavsky,1,12206028.0,12206028
39622,Steve Lucescu,1,12206028.0,12206028
39623,Paula Jean Hixson,2,79769362.5,159538725
39624,Max Neuwirth,1,242988466.0,242988466
39625,Isabella Acres,3,242885451.3,728656354
39626,Marsha Clark,1,242988466.0,242988466
39627,Ann Dominic,1,242988466.0,242988466
39628,Phil Lord,1,242988466.0,242988466
39629,Christopher Miller,2,356074579.0,712149158
39630,Grace Rolek,1,242988466.0,242988466
39631,Jeremy Shada,2,175063932.5,350127865
39632,Will Shadley,2,144112504.5,288225009
39633,Melissa Sturm,4,256861929.5,1027447718
39634,Ian Michael Smith,1,18253415.0,18253415
39635,Cecilley Carroll,1,18253415.0,18253415
39636,Shannon Eagen,1,16633035.0,16633035
39637,Landon Pigg,2,25016517.5,50033035
39638,Sarah Habel,1,16633035.0,16633035
39639,Wallace Bridges,3,6169415.667,18508247
39640,John Lepard,2,444946614.5,889893229
39641,Austin Bickel,2,26010123.5,52020247
39642,Emerald-Angel Young,1,126690726.0,126690726
39643,Brooke Stacy Mills,2,161735959.5,323471919
39644,Richard Barlow,2,112570394.0,225140788
39645,George Newbern,2,36694477.0,73388954
39646,James Gilbert,1,68233629.0,68233629
39647,Tanedra Howard,2,102192031.5,204384063
39648,Marty Moreau,1,68233629.0,68233629
39649,Shawn Ahmed,1,68233629.0,68233629
39650,Caroline Cave,3,135072730.7,405218192
39651,Shauna MacDonald,1,68233629.0,68233629
39652,Melanie Scrofano,2,39116814.5,78233629
39653,Karen Cliche,1,68233629.0,68233629
39654,Ginger Ruriko Busch,1,68233629.0,68233629
39655,Jon Mack,2,156038378.0,312076756
39656,Franois Sagat,1,68233629.0,68233629
39657,Jessie Rusu,1,68233629.0,68233629
39658,Tenika Davis,1,68233629.0,68233629
39659,Karl Campbell,1,68233629.0,68233629
39660,Elle Downs,1,68233629.0,68233629
39661,Gerard Parkes,1,10629321.0,10629321
39662,Robert Mauriell,1,10629321.0,10629321
39663,Dwayne McLean,1,10629321.0,10629321
39664,Tom Barnett,1,10629321.0,10629321
39665,Mairtin O'Carrigan,3,36156861.0,108470583
39666,Sweeney MacArthur,1,10629321.0,10629321
39667,Zachary Bennett,1,10629321.0,10629321
39668,Erika Bruun-Andersen,1,10629321.0,10629321
39669,Matthew Chaffee,1,10629321.0,10629321
39670,Carlo Berardinucci,1,10629321.0,10629321
39671,Joseph Di Mambro,1,10629321.0,10629321
39672,Philip Bucceri,1,10629321.0,10629321
39673,Paul De La Rosa,2,636757829.0,1273515658
39674,Paulino Nunes,2,36352731.0,72705462
39675,Stefano DiMatteo,1,10629321.0,10629321
39676,Marco Bianco,1,10629321.0,10629321
39677,Paul Rapovski,1,10629321.0,10629321
39678,Santino Buda,1,10629321.0,10629321
39679,Jeremy Wright,1,10629321.0,10629321
39680,Darryl Flatman,1,10629321.0,10629321
39681,Darryl Pring,1,10629321.0,10629321
39682,Rolando Alvarez Giacoman,1,10629321.0,10629321
39683,Ermes Blarasin,1,10629321.0,10629321
39684,Flint Eagle,1,10629321.0,10629321
39685,Brian Frank,2,209116113.5,418232227
39686,Steve 'Shack' Shackleton,1,10629321.0,10629321
39687,Shamus Fynes,1,10629321.0,10629321
39688,Louis Di Bianco,2,10629321.0,21258642
39689,George Nickolas K.,1,10629321.0,10629321
39690,Howard Hoover,1,10629321.0,10629321
39691,Joey Amorosino,1,10629321.0,10629321
39692,Mark Stables,1,10629321.0,10629321
39693,Jerry Azzopardi,1,10629321.0,10629321
39694,Brendan Carmody,1,10629321.0,10629321
39695,Scott Savitz,1,10629321.0,10629321
39696,Paul Joyce,1,10629321.0,10629321
39697,John Herman,1,10629321.0,10629321
39698,Kara Apostolica,1,10629321.0,10629321
39699,Kimberly Tuscano,1,10629321.0,10629321
39700,Eric Loren,3,46360150.0,139080450
39701,Mia McKenna-Bruce,1,42333295.0,42333295
39702,Alisha Seaton,1,42333295.0,42333295
39703,Tyne Rafaeli,1,42333295.0,42333295
39704,Pavel Stefanov,1,42333295.0,42333295
39705,Kiera McMaster,1,42333295.0,42333295
39706,Julian Vergov,1,42333295.0,42333295
39707,Ioan Lov,3,35542772.0,106628316
39708,Charlotte Milchard,1,42333295.0,42333295
39709,Valentin Ganev,1,42333295.0,42333295
39710,Vladimir Kolev,1,42333295.0,42333295
39711,Silvia Lulcheva,1,42333295.0,42333295
39712,Olatunde Osunsanmi,1,42333295.0,42333295
39713,Allyssa Brooke,1,33333531.0,33333531
39714,Cheryl McMahon,2,47491015.5,94982031
39715,Jenna Lamia,2,63475270.0,126950540
39716,Evelina Turen,2,29691306.5,59382613
39717,Linh an Phm,2,32004778.0,64009556
39718,Lee Joon,1,60462347.0,60462347
39719,Jonathan Chan-Pensley,1,60462347.0,60462347
39720,Ill-Young Kim,1,60462347.0,60462347
39721,Adriana Altaras,1,60462347.0,60462347
39722,Kylie Goldstein,2,109877078.0,219754156
39723,Sungwoong Yoon,1,60462347.0,60462347
39724,Eleonore Weisgerber,1,60462347.0,60462347
39725,Wladimir Tarasjanz,1,60462347.0,60462347
39726,Kai Fung Rieck,2,115132134.0,230264268
39727,Anna Sawai,1,60462347.0,60462347
39728,Richard van Weyden,1,60462347.0,60462347
39729,Mina Ghousi,1,60462347.0,60462347
39730,Hans Hohlbein,1,60462347.0,60462347
39731,Nhi Ngoc Nguyen-Hermann,1,60462347.0,60462347
39732,Steffen Groth,1,60462347.0,60462347
39733,Jens Neuhaus,1,60462347.0,60462347
39734,Patriq Pinheiro,1,60462347.0,60462347
39735,Matthias Schendel,1,60462347.0,60462347
39736,Johannes Ahn,1,60462347.0,60462347
39737,Hoang Dang-Vu,1,60462347.0,60462347
39738,Paul Leonard,2,251136058.5,502272117
39739,Alexander Yassin,6,200923889.5,1205543337
39740,Quinton Aaron,2,164445616.5,328891233
39741,Lily Collins,6,124512313.3,747073880
39742,Catherine Dyer,7,126725500.3,887078502
39743,Brian Hollan,1,309208309.0,309208309
39744,Melody Weintraub,1,309208309.0,309208309
39745,IronE Singleton,2,160782053.5,321564107
39746,Paul Amadi,1,309208309.0,309208309
39747,Matthew Atkinson,1,309208309.0,309208309
39748,Adrianne Palicki,5,114676295.4,573381477
39749,Cameron Harlow,1,67918658.0,67918658
39750,Willa Holland,2,39121549.5,78243099
39751,Caitlin Fitzgerald,1,219103655.0,219103655
39752,Emjay Anthony,7,254098146.7,1778687027
39753,James Patrick Stuart,1,219103655.0,219103655
39754,Sean Hamrin,1,219103655.0,219103655
39755,Emily Kinney,1,219103655.0,219103655
39756,Marina Squerciati,2,136142627.5,272285255
39757,Geneva Carr,1,219103655.0,219103655
39758,Jennifer Restivo,1,219103655.0,219103655
39759,Dana Power,1,219103655.0,219103655
39760,Gaius Charles,3,121302009.7,363906029
39761,Gideon Emery,3,246575816.7,739727450
39762,Adrienne Lamping,1,163670000.0,163670000
39763,Chris Lowell,3,97142417.0,291427251
39764,Erin McGrane,1,163670000.0,163670000
39765,Laura Allen,2,46111380.5,92222761
39766,Lori Loughlin,1,92219310.0,92219310
39767,Ella Bleu Travolta,1,92219310.0,92219310
39768,Nova Mejia,1,92219310.0,92219310
39769,Chika Kanamoto,1,92219310.0,92219310
39770,Patrick Mofokeng,1,122233971.0,122233971
39771,Adjoa Andoh,1,122233971.0,122233971
39772,Marguerite Wheatley,1,122233971.0,122233971
39773,Patrick Lyster,1,122233971.0,122233971
39774,Bonnie Henna,1,122233971.0,122233971
39775,Danny Keogh,2,82151985.5,164303971
39776,Robin Smith,1,122233971.0,122233971
39777,Dan Robbertse,2,82151985.5,164303971
39778,Penny Downie,5,110573532.6,552867663
39779,Vuyo Dabula,2,763818832.5,1527637665
39780,Jakkie Groenewald,1,122233971.0,122233971
39781,Albert Maritz,1,122233971.0,122233971
39782,Sello Motloung,1,122233971.0,122233971
39783,Meren Reddy,1,122233971.0,122233971
39784,Lida Botha,1,122233971.0,122233971
39785,Sylvia Mngxekeza,1,122233971.0,122233971
39786,Bart Fouche,1,122233971.0,122233971
39787,Ashley Taylor,2,61994591.5,123989183
39788,Andr Jacobs,1,122233971.0,122233971
39789,Mark Rickard,1,122233971.0,122233971
39790,Grant Roberts,4,107046087.3,428184349
39791,Bjorn Steinbach,1,122233971.0,122233971
39792,Sivuyile Ngesi,1,122233971.0,122233971
39793,Stelio Savante,1,122233971.0,122233971
39794,Sean Cameron Michael,3,190693994.7,572081984
39795,Patrick John Walton,1,122233971.0,122233971
39796,Matthew Dylan Roberts,1,122233971.0,122233971
39797,Michael Ledwidge,1,122233971.0,122233971
39798,Anna Hutchison,1,66486080.0,66486080
39799,Dan Shea,2,39414356.0,78828712
39800,Maya Massar,1,66486080.0,66486080
39801,Nels Lennarson,1,66486080.0,66486080
39802,Adrian Holmes,3,147262980.7,441788942
39803,Phillip Mitchell,3,61759527.33,185278582
39804,Naomi Dane,2,71093289.0,142186578
39805,Ellie Harvie,2,89474294.0,178948588
39806,Brad Dryborough,1,66486080.0,66486080
39807,Emili Kawashima,1,66486080.0,66486080
39808,Aya Furukawa,1,66486080.0,66486080
39809,Maria Go,1,66486080.0,66486080
39810,Serena Akane Chi,1,66486080.0,66486080
39811,Abbey Imai,1,66486080.0,66486080
39812,Marina Ishibashi,1,66486080.0,66486080
39813,Miku Katsuura,1,66486080.0,66486080
39814,Alicia Takase Lui,1,66486080.0,66486080
39815,Jodi Tabuchi,1,66486080.0,66486080
39816,Sara Taira,1,66486080.0,66486080
39817,Alyssandra Yamamoto,1,66486080.0,66486080
39818,Phoebe Galvan,1,66486080.0,66486080
39819,Simon Pidgeon,1,66486080.0,66486080
39820,Matt Phillips,1,66486080.0,66486080
39821,Lori Stewart,1,66486080.0,66486080
39822,Greg Zach,1,66486080.0,66486080
39823,D.J. Cotrona,2,243426691.0,486853382
39824,Jerry Della Salla,1,94882889.0,94882889
39825,Faycal Attougui,2,54374162.0,108748324
39826,Aymen Hamdouchi,1,94882889.0,94882889
39827,Nicoye Banks,1,94882889.0,94882889
39828,Edouard H.R. Gluck,1,94882889.0,94882889
39829,Brian Siefkes,1,94882889.0,94882889
39830,Adam Wendling,1,94882889.0,94882889
39831,Abdul Henderson,1,94882889.0,94882889
39832,Paul Karsko,1,94882889.0,94882889
39833,Robert Miller,1,94882889.0,94882889
39834,Eugene Cherry,2,47622555.5,95245111
39835,Alexander Drum,1,94882889.0,94882889
39836,Brian VanRiper,1,94882889.0,94882889
39837,Matthew Knott,1,94882889.0,94882889
39838,Nathan Lewis,1,94882889.0,94882889
39839,Bijan Daneshmand,1,94882889.0,94882889
39840,Michael Judge,1,94882889.0,94882889
39841,Allen Vaught,1,94882889.0,94882889
39842,Paul Rieckhoff,1,94882889.0,94882889
39843,Timothy Ahern,1,94882889.0,94882889
39844,Ben Sliney,1,94882889.0,94882889
39845,Whitley Bruner,1,94882889.0,94882889
39846,Intishal Al Timimi,1,94882889.0,94882889
39847,Muayad Ali,1,94882889.0,94882889
39848,Jamal Selmaoui,1,94882889.0,94882889
39849,Mohamed Kafi,1,94882889.0,94882889
39850,Kadhum Sabur,1,94882889.0,94882889
39851,Hillal Boubker,1,94882889.0,94882889
39852,Soumaya Akaaboune,2,48234235.5,96468471
39853,Thamou El Metouani,1,94882889.0,94882889
39854,Salah Eddine Elamari,1,94882889.0,94882889
39855,Naji El Jouhary,1,94882889.0,94882889
39856,Aroun Benchkaroun,1,94882889.0,94882889
39857,Hajar Machroune,1,94882889.0,94882889
39858,Scott Berendes,1,94882889.0,94882889
39859,Abdelkrim Assad,1,94882889.0,94882889
39860,Michael Diaz,1,94882889.0,94882889
39861,Tyler Christen,1,94882889.0,94882889
39862,Adam Mackey,1,94882889.0,94882889
39863,Ben Holland,1,94882889.0,94882889
39864,Jeffrey John Carisalez,1,94882889.0,94882889
39865,Jonathan Stone,1,94882889.0,94882889
39866,James Hodges,1,94882889.0,94882889
39867,Larry Lewis,1,94882889.0,94882889
39868,William Oakes,1,94882889.0,94882889
39869,Ziad Adwan,1,94882889.0,94882889
39870,Ian Bendel,1,94882889.0,94882889
39871,Venie Joshua,1,94882889.0,94882889
39872,Miguel Berroa,1,94882889.0,94882889
39873,Peter Shayhorn,1,94882889.0,94882889
39874,Miguel Palaugalarza,1,94882889.0,94882889
39875,Christopher Lilly,1,94882889.0,94882889
39876,Sabir Ed-Dayab,1,94882889.0,94882889
39877,Alex Moore,2,589910994.0,1179821988
39878,Alistair Bailey,1,94882889.0,94882889
39879,Paul Cloutier,1,94882889.0,94882889
39880,Wallace Bagwell,1,94882889.0,94882889
39881,James Wills,1,94882889.0,94882889
39882,Jered Bezemek,1,94882889.0,94882889
39883,Johnny Nilsson,1,94882889.0,94882889
39884,Salman Hassan,1,94882889.0,94882889
39885,Ammar Khdir,1,94882889.0,94882889
39886,Youssif Falah-Jassem,1,94882889.0,94882889
39887,Latif Al Anzi,1,94882889.0,94882889
39888,Ryan Sheckler,1,112462508.0,112462508
39889,Destiny Whitlock,1,112462508.0,112462508
39890,Chase Ellison,1,112462508.0,112462508
39891,Darien Provost,1,112462508.0,112462508
39892,Brendan Meyer,2,57414834.5,114829669
39893,Dale Wolfe,2,70673009.5,141346019
39894,Anthony Bewlz,1,112462508.0,112462508
39895,Lee Tichon,1,112462508.0,112462508
39896,Maya Washington,2,169479858.5,338959717
39897,Daniel Bacon,7,73279531.29,512956719
39898,Christina Schild,1,112462508.0,112462508
39899,Nicholas Carella,1,112462508.0,112462508
39900,Brendan Beiser,2,61443489.0,122886978
39901,John Tench,1,112462508.0,112462508
39902,Ron Toffolo,1,112462508.0,112462508
39903,Stephen Holmes,1,112462508.0,112462508
39904,Fernanda Dorogi,2,52139479.5,104278959
39905,Rebekah Kennedy,1,88100000.0,88100000
39906,Matt Devere,4,299332027.3,1197328109
39907,Robert Sheehan,2,89332710.5,178665421
39908,Claire Foy,2,64743843.5,129487687
39909,Lyndsy Fonseca,4,55490034.75,221960139
39910,Julia Maxwell,2,56381483.0,112762966
39911,Alexis Georgoulis,1,20455276.0,20455276
39912,Alistair McGowan,1,20455276.0,20455276
39913,Sophie Stuckey,2,74093006.0,148186012
39914,Mara Adnez,1,20455276.0,20455276
39915,Mara Botto,3,37531470.67,112594412
39916,Jareb Dauplaise,1,20455276.0,20455276
39917,Simon Gleeson,1,20455276.0,20455276
39918,Natalie O'Donnell,1,20455276.0,20455276
39919,Bobby Moynihan,10,326676488.8,3266764888
39920,Eric Andr,3,40323188.0,120969564
39921,Cole Jensen,1,31912793.0,31912793
39922,Owen Burke,3,148398248.7,445194746
39923,Ted Arcidi,3,94845790.0,284537370
39924,Michael Yebba,2,107837318.0,215674636
39925,Duncan B. Putney,2,107837318.0,215674636
39926,Jeff Martineau,3,157521153.3,472563460
39927,Kevin McCormick,2,97661228.0,195322456
39928,William Xifaras,4,141202529.3,564810117
39929,Rich Manley,2,207978283.5,415956567
39930,Dennis McLaughlin,1,154026136.0,154026136
39931,Kerri Dunbar,1,154026136.0,154026136
39932,Brian A. White,3,109296991.0,327890973
39933,Chick Bernhard,1,154026136.0,154026136
39934,Nicholas Cairis,1,154026136.0,154026136
39935,Carlos Foglia,2,189473225.5,378946451
39936,Alex East,3,89306319.0,267918957
39937,Gregory Jbara,2,40376052.0,80752104
39938,Tate Ellington,3,103516632.7,310549898
39939,Meghan Markle,2,86516444.5,173032889
39940,Christopher Clawson,1,56032889.0,56032889
39941,Emily Wickersham,2,100262859.5,200525719
39942,Morgan Turner,1,56032889.0,56032889
39943,Alina Foley,1,45236543.0,45236543
39944,Magns Scheving,1,45236543.0,45236543
39945,Maverick McWilliams,1,45236543.0,45236543
39946,Quinn Mason,1,45236543.0,45236543
39947,Margaret Murphy,1,45236543.0,45236543
39948,Ty Glaser,1,15500000.0,15500000
39949,Oliver Coopersmith,1,15500000.0,15500000
39950,Todd Jensen,1,15500000.0,15500000
39951,Skye Bennett,1,15500000.0,15500000
39952,Michael McCoy,1,15500000.0,15500000
39953,Sigal Diamant,3,7096956.667,21290870
39954,William Mims,1,5000000.0,5000000
39955,Susan O'Connell,1,5000000.0,5000000
39956,Aly Michalka,3,40218684.0,120656052
39957,Charlie Saxton,2,18824988.0,37649976
39958,Tim Jo,1,5210988.0,5210988
39959,Elvy Yost,3,10189951.33,30569854
39960,Lisa Chung,1,5210988.0,5210988
39961,J.W. Wright,1,5210988.0,5210988
39962,Blair Bomar,1,5210988.0,5210988
39963,Casey Williams,1,5210988.0,5210988
39964,Maggie Maye,1,5210988.0,5210988
39965,Zach Thatcher,1,5210988.0,5210988
39966,Matt Hensarling,1,5210988.0,5210988
39967,Cassidy Johnson,2,24779994.0,49559988
39968,Landon Henninger,1,5210988.0,5210988
39969,Nathan McCray,1,5210988.0,5210988
39970,Kai Roach,1,5210988.0,5210988
39971,Chris Copeland,1,5210988.0,5210988
39972,James Hairston,1,5210988.0,5210988
39973,Chance Morgan,1,5210988.0,5210988
39974,Matt Moody,1,5210988.0,5210988
39975,Marley Whistler,1,5210988.0,5210988
39976,Wyatt Adams,1,5210988.0,5210988
39977,Farah White,1,5210988.0,5210988
39978,Nikka Graff Lanzarone,1,5210988.0,5210988
39979,Bobby Bones,1,5210988.0,5210988
39980,Jonathan Rice,1,5210988.0,5210988
39981,Ryan Ciardo,1,5210988.0,5210988
39982,Will Johnson,1,5210988.0,5210988
39983,Rebecca Petro,1,5210988.0,5210988
39984,Valin Zamarron,1,5210988.0,5210988
39985,Candice Jackson,1,5210988.0,5210988
39986,Manjeri Krishna,1,5210988.0,5210988
39987,Benjamin Kessler,1,5210988.0,5210988
